item	file	line	kind	origin	status	evidence
scale_ship_3d_object_dimension	src/ship3d.rs	3540	fn		ASM	
ship_3d_rects_intersect	src/ship3d.rs	3544	fn		UNVERIFIED	
checked_i16_div_i8_to_i8	src/ship3d.rs	3554	fn		ASM	
checked_u16_div_u8_to_u8	src/ship3d.rs	3562	fn		UNVERIFIED	
signed_i16	src/ship3d.rs	3570	fn		ASM	
target_list_draw_x	src/ship3d.rs	3574	fn		UNVERIFIED	
blocks_nav_choice	src/ship3d.rs	3579	fn		UNVERIFIED	
hit_test_ship_3d_nav_choice	src/ship3d.rs	3589	fn		UNVERIFIED	
adjust_nav_choice_target_records	src/ship3d.rs	3630	fn	0x8748,0x8754,0xFFFF,0x8749	ASM	/// The `add ax,4` loop of nav-choice handler 1 (`0x8748..0x8754`): walk the word /// list, add the 4-byte record header to each entry, stop at the `0xFFFF` /// terminator (`cmp ax,-1 / je` @`0x8749`)
rebuild_nav_choice_special_target_records	src/ship3d.rs	3644	fn	0x87CB,0x87DB,0x6D3E,0xFFFF	ASM	/// The rebuild loop of nav-choice handler 2 (`0x87CB..0x87DB`): walk the special /// slots at `DS:0x6D3E`, skip zeros (`or ax,ax / je`), stop at the `0xFFFF` /// sentinel after storing it, and otherw
next_ship_3d_temp_snd_phase	src/ship3d.rs	3662	fn		UNVERIFIED	
append_ship_3d_navigation_source_children	src/ship3d.rs	3671	fn		UNVERIFIED	
find_ship_3d_navigation_record	src/ship3d.rs	3704	fn		UNVERIFIED	
find_ship_3d_position_record	src/ship3d.rs	3714	fn		UNVERIFIED	
find_ship_3d_position_field	src/ship3d.rs	3724	fn		UNVERIFIED	
resolve_ship_3d_distance_position_field	src/ship3d.rs	3731	fn		UNVERIFIED	
kind100_relation_word	src/ship3d.rs	3755	fn		UNVERIFIED	
ship_3d_record_field	src/ship3d.rs	3765	fn		UNVERIFIED	
binary_abs_word_diff	src/ship3d.rs	3769	fn		ASM	
next_target_list_draw_color	src/ship3d.rs	3778	fn		UNVERIFIED	
SND_CLIP_HEADER_LEN	src/snd.rs	6	const		UNVERIFIED	
SND_PCM_FORMAT_TAG	src/snd.rs	7	const		UNVERIFIED	
SndClip	src/snd.rs	10	struct		UNVERIFIED	
SndBank	src/snd.rs	20	struct		UNVERIFIED	
read	src/snd.rs	26	fn		UNVERIFIED	
parse	src/snd.rs	36	fn		UNVERIFIED	/// Parse the SND bank layout consumed by BLOODPRG.EXE's `snd_clip_player`. /// /// The recovered player enters with AX as the original clip index, resolves /// that index through the bank offset tabl
header_end	src/snd.rs	99	fn		INFRA	
clip_count	src/snd.rs	103	fn		UNVERIFIED	
clip	src/snd.rs	107	fn		UNVERIFIED	
clips	src/snd.rs	111	fn		UNVERIFIED	
snd_sample_rate	src/snd.rs	116	fn		UNVERIFIED	
parse_voc_pcm	src/snd.rs	129	fn		UNVERIFIED	/// Parse a Creative VOC file (the game's `mu/*.voc` music) into its unsigned 8-bit /// mono PCM samples + sample rate. Handles block type 1 (sound data: u24 length, /// time-constant byte, codec byte
MAGIC	src/snd.rs	130	const		UNVERIFIED	
snd_mix_average	src/snd.rs	171	fn	0xBB6D,0xBB74	ASM	/// Mix one unsigned 8-bit SND sample into another. /// /// This ports BLOODPRG.EXE `0xBB6D..0xBB74`: `lodsb; add al,es:[di]; /// rcr al,1; stosb`. The add carry becomes bit 7 during the rotate, which
mix_unsigned_pcm_average	src/snd.rs	178	fn	0xBB6D,0xBB74	ASM	/// The `rep`-style loop around [`snd_mix_average`] — `0xBB6D..0xBB74` runs /// `lodsb / add al,es:[di] / rcr al,1 / stosb` per sample, so mixing a buffer is /// that pair applied element-wise over th
SpriteFrameImage	src/sprite.rs	13	struct		ORACLE?	/// One decoded `.spr` frame as a `width * height` grid of palette indices. /// The frame's authored draw offset (header +4/+6). Animation frames vary this to keep the /// sprite anchored as its size 
bank_dispatch_index	src/sprite.rs	27	fn		UNVERIFIED	/// Frame dispatch index from the bank header flags: bit 2 selects RAW (0) vs RLE (3) frame /// decode for the whole bank (see the body for the cross-bank verification). // Bit 2 of the bank flags sel
decode_sprite_bank_indices	src/sprite.rs	42	fn		UNVERIFIED	/// Decode every frame of a `.spr` sprite bank to palette-index grids. The bank /// header is `[0]=flags, [2]=frame_count`, then a `frame_count`-entry table of /// u32 frame offsets (relative to +4). 
decode_rle_frame	src/sprite.rs	111	fn		UNVERIFIED	/// Decode one RLE frame (`[0]=stride, encoded from +8`) to `stride*height` pixels. /// Control byte: high bit set → run of one value `len = (-control)+1`; else literal /// run `len = control+1`.
remap_rect_indexed	src/sprite.rs	164	fn	0x299,0x40E,0x3407,0x341D,0x3413,0x3416,0x3417,0x340B,0x140	ASM	/// The game's TINT-RECT primitive — the inner loop of the blit reached as /// `0x299:0x40E` (`0x3407..0x341D`): /// /// ```text ///   0x3407  bx = si                    the 256-byte remap table ///  
ClipWindow	src/sprite.rs	194	struct	0x5235,0x523B,0x9B04	ASM	/// The clip window the blit family reads from `DS:0x5235..0x523B` /// (`re/labels.csv`: `render_yclip_lo`/`render_yclip_hi`; the point plot at /// `0x9B04` shows the clean four-bound form).
full_screen	src/sprite.rs	207	fn		UNVERIFIED	
remap_rect_indexed_clipped	src/sprite.rs	249	fn	0x33A6,0x33F4,0x33AC,0x33B4,0x5235,0x33B8,0x33BA,0x33C0,0x33	ASM	/// The remap primitive's clip ladder, `0x33A6..0x33F4`, transcribed: /// /// ```text ///   0x33A6  or dx,dx / je,js         width  <= 0 -> return ///   0x33AC  or bp,bp / je,js         height <= 0 ->
blit_sprite_frame_at	src/sprite.rs	317	fn		UNVERIFIED	/// Blit a decoded sprite frame into a `width`-stride indexed framebuffer, centred /// at `(cx, cy)`, skipping transparent index 0. /// Blit a frame using its authored draw offset: the frame's top-lef
blit_sprite_frame_centered	src/sprite.rs	340	fn		UNVERIFIED	
PANORAMA_FRAME_PIXELS	src/tbbig.rs	47	const	0x2D50,0xFA00	ASM?	/// Width * height of one panorama frame — the unpacker at `0x2D50` decodes /// exactly this many pixels (`ebp` starts at 0xFA00) regardless of content.
PANORAMA_FRAME_COUNT	src/tbbig.rs	50	const	0x0A2A,0x5A0,0x97F6,0x9815,0x7AC3	ASM?	/// Full revolution = 180 frames at 2° per frame (matches the ship-3D angle table). /// View-angle units (DS:0x0A2A) per panorama frame: 0x5A0 units / 180 frames. /// View-angle wrap modulus: 1440 uni
ANGLE_UNITS_PER_FRAME	src/tbbig.rs	53	const	0x0A2A,0x5A0	ASM?	/// View-angle units (DS:0x0A2A) per panorama frame: 0x5A0 units / 180 frames.
ANGLE_UNITS_PER_REVOLUTION	src/tbbig.rs	57	const	0x97F6,0x9815,0x0A2A	ASM	/// View-angle wrap modulus: 1440 units per revolution (0x97F6..0x9815 wraps /// DS:0x0A2A into this range).
CONSOLE_REST_FRAME	src/tbbig.rs	62	const	0x7AC3	ORACLE?	/// The panorama frame the live game rests on at the interactive console /// station (observed via `BRIDGEPROBE`; verified pixel-close to the emulator /// capture `accuracy/captures/bridge/console_res
CONSOLE_BAND_FRAME	src/tbbig.rs	70	const	0x7AC3	ASM?	/// The panorama frame whose BOTTOM 60 ROWS are the intro montage's console band. /// /// Proven by construction: frame 90's rows 140..200, pushed through the /// console-bank remap table (`palette::b
CONSOLE_BAND_TOP	src/tbbig.rs	72	const		UNVERIFIED	/// The band's screen origin and height (rows 140..200). /// One frame's directory entry, exactly as stored at `index * 8` from the start /// of `TB.BIG`: little-endian `{offset, size}` into the archi
CONSOLE_BAND_HEIGHT	src/tbbig.rs	73	const		UNVERIFIED	/// One frame's directory entry, exactly as stored at `index * 8` from the start /// of `TB.BIG`: little-endian `{offset, size}` into the archive file.
PanoramaDirEntry	src/tbbig.rs	78	struct		UNVERIFIED	/// One frame's directory entry, exactly as stored at `index * 8` from the start /// of `TB.BIG`: little-endian `{offset, size}` into the archive file.
PanoramaFrameHeader	src/tbbig.rs	91	struct	0x8269,0x981B,0x2A1B,0xFFFF	ASM?	/// The 10-byte header at the start of each frame chunk. The first 8 bytes are /// the **eye-orb's clickable rectangle `{x, y, w, h}`** in this frame (field /// order proven by the hit test at `0x8269
BridgePanorama	src/tbbig.rs	104	struct		UNVERIFIED	/// The parsed `TB.BIG` archive: the raw file plus its decoded directory.
parse	src/tbbig.rs	115	fn	0x5A0,0x981B	ASM?	/// Parse the archive. The directory is the contiguous run of /// `{offset, size}` pairs from file start; its length is implied by the /// first frame's offset (0x5A0 = 180 entries in the shipped file
frame_count	src/tbbig.rs	139	fn		UNVERIFIED	
chunk	src/tbbig.rs	144	fn		UNVERIFIED	/// The raw chunk bytes of one frame (header + RLE stream).
frame_header	src/tbbig.rs	150	fn		UNVERIFIED	
unpack_frame_over	src/tbbig.rs	174	fn	0x2D50,0x5B57	ASM?	/// Unpack one frame over `screen` (a 320x200 palette-index buffer), /// mirroring `0x2D50` exactly. `transparent` selects the DS:0x5B57 bit-0 /// variant: when set, colour 0 skips (the underlying pix
frame_pixels	src/tbbig.rs	224	fn		UNVERIFIED	/// Convenience: decode a frame standalone onto black (opaque variant).
panorama_frame_for_angle	src/tbbig.rs	233	fn	0x0A2A,0x97E7	ASM?	/// Map a bridge view angle (DS:0x0A2A units, 1440/revolution) to its panorama /// frame index, the inverse of `0x97E7`'s `frame * 8 - 0xA0` relation.
media_stem	src/util.rs	1	fn		UNVERIFIED	
safe_file_stem	src/util.rs	14	fn		UNVERIFIED	
OPCODE_DESC	src/vm.rs	47	const	0x14338,0x6F18,0x62B6,0x2F60	DATA	/// Per-opcode descriptor bytes for opcodes `0xA0..=0xD3`, transcribed from /// `BLOODPRG.EXE` file offset 0x14338 (`DS:0x6F18`). `(len_mode0, byte1)` where /// `byte1` is either `len_mode1` or a mode
FIELD_OFFSETS	src/vm.rs	153	const	0x6D60,0x14180,0x6664,0x6023	ORACLE	/// The engine's per-kind FIELD-OFFSET MATRIX (gs:0x6D60, file 0x14180), /// byte-exact: `FIELD_OFFSETS[field][kind]` = the byte offset of that field in /// a record of that kind (0 = the kind lacks t
field_offset	src/vm.rs	181	fn	0x6023	ORACLE	/// Field offset for a record kind, per the engine's matrix (None = absent). /// The kind word is a BIT-FLAG; the column is its lowest set bit (`bsf`, /// 0x6023 `bsf bx,bx`), NOT `kind & 0xF`. bsf(2)
OP_MIN	src/vm.rs	192	const	0x06559,0x142D0	ASM	/// Handler 0x06559 (`vm_op_a0_push`) — dispatch table `0x142D0`, the entry for 0xA0.
OP_MAX	src/vm.rs	207	const	0x6F18,0x62B6,0x6EB0,0x5627	ASM	/// Upper bound of the TOKEN-VALIDITY range, not of dispatch — the two differ and the /// distinction is easy to lose. /// /// * TOKENS: `OPCODE_DESC` at `DS:0x6F18` has 96 entries covering `0xA0..=0x
OP_TEXT	src/vm.rs	209	const	0x0660c,0x142D0	ASM	/// Handler 0x0660c (`vm_op_a6_text`) — dispatch table `0x142D0`, the entry for 0xA6.
OP_BIT_FLAG	src/vm.rs	211	const	0x06aa7,0x142D0	ASM	/// Handler 0x06aa7 (`vm_op_b7_record_op`) — dispatch table `0x142D0`, the entry for 0xB7.
OP_PAIR_RECORD_A	src/vm.rs	213	const	0x06b06,0x142D0	ASM	/// Handler 0x06b06 (`vm_op_b8_record_readwrite`) — dispatch table `0x142D0`, the entry for 0xB8.
OP_PAIR_RECORD_B	src/vm.rs	215	const	0x06b06,0x142D0	ASM	/// Handler 0x06b06 (`vm_op_b8_record_readwrite`) — dispatch table `0x142D0`, the entry for 0xB9.
OP_PAIR_RECORD_C	src/vm.rs	217	const	0x06b06,0x142D0	ASM	/// Handler 0x06b06 (`vm_op_b8_record_readwrite`) — dispatch table `0x142D0`, the entry for 0xBD.
OP_RECORD_STATE_MIN	src/vm.rs	219	const	0x06b4c,0x142D0	ASM	/// Handler 0x06b4c (`vm_op_c1_record_state`) — dispatch table `0x142D0`, the entry for 0xC1.
OP_RECORD_STATE_MAX	src/vm.rs	221	const	0x06e34,0x142D0	ASM	/// Handler 0x06e34 (`vm_op_c2_record_full`) — dispatch table `0x142D0`, the entry for 0xC2.
OP_RECORD_LINK	src/vm.rs	223	const	0x06eee,0x142D0	ASM	/// Handler 0x06eee (`vm_op_c3_state_record`) — dispatch table `0x142D0`, the entry for 0xC3.
OP_ACTOR	src/vm.rs	225	const	0x06c7e,0x142D0	ASM	/// Handler 0x06c7e (`vm_op_c4_actor`) — dispatch table `0x142D0`, the entry for 0xC4.
OP_RECORD_ENTRY_MIN	src/vm.rs	227	const	0x06d18,0x142D0	ASM	/// Handler 0x06d18 (`vm_op_c5_record_match`) — dispatch table `0x142D0`, the entry for 0xC5.
OP_RECORD_ENTRY_MAX	src/vm.rs	229	const	0x06f62,0x142D0	ASM	/// Handler 0x06f62 (`vm_op_c8_record_match`) — dispatch table `0x142D0`, the entry for 0xC8.
OP_RECORD_CLEAR	src/vm.rs	231	const	0x06fb9,0x142D0	ASM	/// Handler 0x06fb9 (`vm_op_c9_clear_record`) — dispatch table `0x142D0`, the entry for 0xC9.
OP_GLOBAL_WORD_COMPARE	src/vm.rs	233	const	0x064e5,0x142D0	ASM	/// Handler 0x064e5 (`vm_op_ca_compare_var`) — dispatch table `0x142D0`, the entry for 0xCA.
OP_GLOBAL_PAIR_COMPARE	src/vm.rs	235	const	0x06510,0x142D0	ASM	/// Handler 0x06510 (`vm_op_cb_compare_byte`) — dispatch table `0x142D0`, the entry for 0xCB.
OP_RECORD_TRIPLE	src/vm.rs	237	const	0x069c7,0x142D0	ASM	/// Handler 0x069c7 (`vm_op_cd_state_gated`) — dispatch table `0x142D0`, the entry for 0xCD.
OP_SCRIPT_PROFILE_REQUEST	src/vm.rs	239	const	0x064b8,0x142D0	ASM	/// Handler 0x064b8 (`vm_op_d2_script_profile_request`) — dispatch table `0x142D0`, the entry for 0xD2.
OP_PUSH	src/vm.rs	243	const	0x142d0,0x6820,0x6884,0x6559	ASM	// Control-flow opcodes decoded from the handler table (file 0x142d0) this session; the // handler behaviors (labels.csv) confirm the record/compare constants above. /// `0xA0` PUSH operand → VM opera
OP_POP	src/vm.rs	245	const	0x6572	ASM	/// `0xA1` POP the VM operand stack. Handler 0x6572.
OP_JUMP	src/vm.rs	247	const	0x65db	ASM	/// `0xA4` unconditional JUMP (PC = operand). Handler 0x65db.
OP_COND_STATE_ARRAY	src/vm.rs	249	const	0x6ade,0x65eb	ASM	/// `0xA5` conditional branch on the `gs:0x6ade` state-array flag. Handler 0x65eb.
OP_LOAD_STRING	src/vm.rs	251	const	0x2120,0x67c8	ASM	/// `0xA8` load a null-terminated string operand into buffer `0x2120`. Handler 0x67c8.
OP_COND_JUMP	src/vm.rs	253	const	0x6830	ASM	/// `0xA9` conditional jump on operand bit0. Handler 0x6830.
OP_YIELD_A	src/vm.rs	255	const	0x67b4,0x6855,0x685c	ASM	/// `0xAA`/`0xAC` YIELD — set `gs:0x67b4`; the exec loop breaks the frame. Handlers 0x6855/0x685c.
OP_YIELD_B	src/vm.rs	257	const	0x0685c,0x142D0	ASM	/// Handler 0x0685c (`vm_op_ac_yield`) — dispatch table `0x142D0`, the entry for 0xAC.
OP_POKE_BYTE	src/vm.rs	259	const	0x684c	ASM	/// `0xAB` poke a byte to `[address operand]` (set-variable). Handler 0x684c.
OP_COND_BRANCH_PRESENTATION	src/vm.rs	262	const	0x2793,0x252a,0x06494,0x142D0	ASM	/// `0xCE`/`0xD0` conditional branch on game flags `[0x2793]`/`[0x252a]` via `vm_branch`. /// Handler 0x06494 (`vm_op_ce_cond_branch`) — dispatch table `0x142D0`, the entry for 0xCE.
OP_COND_BRANCH_GAMEFLAG	src/vm.rs	264	const	0x064a0,0x142D0	ASM	/// Handler 0x064a0 (`vm_op_d0_cond_branch`) — dispatch table `0x142D0`, the entry for 0xD0.
OP_SET_RECORD_BYTE	src/vm.rs	266	const	0x6cde,0x64ce	ASM	/// `0xCC` set a byte in the 16-byte-record table `gs:0x6cde`. Handler 0x64ce.
QuerySetMode	src/vm.rs	274	struct	0x67ad,0x6946	ASM	/// The decoded VM query/set model (`gs:0x67ad`): record opcodes COMPARE-and-branch while /// query mode is on (inside an `A0 … A1` block), or WRITE (set) while it is off — the /// behaviour verified 
enter_query	src/vm.rs	299	fn	0x6559,0x67ad,0x655F,0x6884,0x6565,0x656C,0x6820	ASM	/// Opcode `0xA0` PUSH — enter query mode. The handler is `0x6559` /// (dispatch-table entry for `0xA0`): /// /// ```text ///   0x6559  mov byte gs:[0x67ad],1     query mode ON ///   0x655F  mov ax,gs
exit_query	src/vm.rs	314	fn	0x6572,0x67ad,0x6578,0x6884,0x657C,0x6587,0x6581	ASM	/// Opcode `0xA1` POP — exit query mode. Handler `0x6572`: /// /// ```text ///   0x6572  mov byte gs:[0x67ad],0     query mode OFF ///   0x6578  mov ax,gs:[0x6884] ///   0x657C  cmp ax,2 / je 0x6587  
apply_operator	src/vm.rs	324	fn	0x6863	ASM	/// Apply a compound state operator (the decoded `0x6863`-family operator byte, in /// `ah`) to `state[op1]` with `op2`. In query mode the operator is a **comparison** /// (`0xF0`ne/`0xF1`lt/`0xF2`gt/
TEXT_SELECTOR_NONE	src/vm.rs	356	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
TEXT_SELECTOR_SILENT	src/vm.rs	357	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
ACTIVE_LINE_ID_BIAS	src/vm.rs	358	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
CHATTER_HOLD_EXTRA_TICKS	src/vm.rs	359	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
TEXT_PRESERVE_ACTIVE_FLAG	src/vm.rs	360	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
TEXT_EXTRA_CONTROL_WORD_FLAG	src/vm.rs	361	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
TEXT_CONDITIONAL_SKIP_FLAG	src/vm.rs	362	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
TEXT_LOOP_TARGET_FLAG	src/vm.rs	363	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
TEXT_ACTIVE_DISPLAY_FLAG	src/vm.rs	364	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
TEXT_LINE_ALREADY_SHOWN_FLAG	src/vm.rs	365	const	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
text_selector_active_line_id	src/vm.rs	369	fn	0x1FAB,0x6788	ASM?	/// Port the TEXT handler's `b3` selector bridge: /// `cbw; mov gs:[0x1FAB],ax`, then `mov ax,[0x1FAB]; add ax,9; mov [0x6788],ax`.
text_selector_voice_clip_index	src/vm.rs	395	fn	0xCFB,0x66AF,0xB898,0xB8AB,0xB8BC,0x94CF,0x668D,0x1FAB,0x11F	ASM?	/// Resolve a TEXT `b3` selector to the actor's zero-based `son.snd` talk clip. /// /// Current evidence: `0x00` and `0xFF` are subtitle/no-voice channels, while /// `1..=talk_clip_count` are one-base
DLG_LINE_ASSET_TABLE_DS	src/vm.rs	405	const	0x1FB5,0x9D6A	ASM	/// Per-line asset table base, `DS:0x1FB5` (`0x9D6A`).
DLG_LINE_ASSET_ENTRY_STRIDE	src/vm.rs	408	const	0x9D67,0x7694	ASM?	/// The table's entry stride: 4 bytes (`shl bx,2` at `0x9D67`, and the fill's /// `stosw` + `add di,2` at `0x7694`).
DLG_LINE_ASSET_ID_OFFSET	src/vm.rs	410	const	0x9D6E	ASM?	/// The asset id sits at `entry + 2` (`mov si,[bx+2]`, `0x9D6E`).
DLG_LINE_ID_BIAS	src/vm.rs	412	const	0x11F5	ASM?	/// `line_id = sign_extend(b3) + 9` (`0x11F5`).
DLG_ASSET_NAME_STRIDE	src/vm.rs	414	const	0x768E	ASM	/// Stride of the name table the asset id offsets into (`shl ax,4`, `0x768E`).
DLG_LINE_ASSET_NONE	src/vm.rs	416	const	0xFFFF,0x9D71	ASM	/// `0xFFFF` = no asset for this line (`cmp si,-1`, `0x9D71`).
dlg_line_id_for_selector	src/vm.rs	431	fn	0x6788,0xFFFF,0x5E74,0x668D,0x1FAB,0x668E,0x11F2	ASM?	/// The line id an `0xA6` selector maps to: `sign_extend(b3) + 9`. /// /// SCOPE: this is ONE of 29 writers of `gs:0x6788`. A byte search for every /// `mov [0x6788], …` encoding finds 29 sites — this
dlg_line_asset_id_ds_offset	src/vm.rs	439	fn	0x1FB5,0x9D20	ASM?	/// DS offset of the ASSET ID word for a line id: `0x1FB5 + line_id*4 + 2`. /// /// Returns `None` for a negative line id, which the dispatcher rejects outright /// (`or ax,ax; js` at `0x9D20`).
dlg_line_asset_id_from_source_byte	src/vm.rs	462	fn	0x7684,0xFFFF,0x0DD7	ASM?	"/// The value the fill at `0x7684` stores for one source byte. /// /// Negative bytes pass through sign-extended (so `0xFF` becomes `0xFFFF`, the exact /// ""no asset"" sentinel the reader tests); other"
text_selector_requests_voice	src/vm.rs	469	fn		UNVERIFIED	
text_flags_are_active	src/vm.rs	473	fn		ASM	
text_conditional_skip_count	src/vm.rs	479	fn	0x661E,0x662C,0x67AB	ASM	/// Port the A6 handler's conditional-skip count at file `0x661E..0x662C`: /// `b4 & 0x08` stores `((b5 >> 4) & 7) + 1` in `gs:0x67AB`.
text_flags_after_accept	src/vm.rs	486	fn	0x668D,0x669B	ASM	/// Port the accepted-line self-modifying write in the A6 handler at file /// `0x668D..0x669B`: `b4 & 1` preserves the token's active bit, otherwise the /// handler clears bit7 of `b5` in the COD stre
text_line_flags_offset	src/vm.rs	494	fn		ASM	
text_presentation_record_offset	src/vm.rs	498	fn		ASM	
text_line_already_shown	src/vm.rs	502	fn		ASM	
is_record_entry_opcode	src/vm.rs	506	fn		ASM	
is_record_state_opcode	src/vm.rs	510	fn		ASM	
is_global_compare_opcode	src/vm.rs	514	fn		ASM	
is_pair_record_opcode	src/vm.rs	518	fn		ASM	
record_entry_stored_related_offset	src/vm.rs	525	fn		ASM	
script_profile_index_from_request_operand	src/vm.rs	538	fn	0x64B8,0x6780	ASM	/// Port the `0xD2` handler at `BLOODPRG.EXE` file `0x64B8`: /// `lodsb; cbw; dec ax; mov gs:[0x6780], ax`. /// /// `cbw` is correct despite `re/tools/dis.py` printing `cwde` there: capstone /// rende
bit_flag_byte_offset	src/vm.rs	544	fn		ASM	/// `0xB7` addresses bits high-bit-first inside each byte: bit 0 is mask 0x80, /// bit 7 is mask 0x01, then bit 8 starts the next byte at mask 0x80.
bit_flag_mask	src/vm.rs	548	fn		ASM	
vm_field_offset	src/vm.rs	552	fn		ORACLE	
